group,file,cmd_line,use,short_desc,aliases,hidden,deprecated,source_kind,flag_name,flag_shorthand,flag_kind,flag_default,flag_usage,flag_line
alie,commands/alie/sessions.go,343,archive <session>,"Archive an Alie session — hidden from the default list, never deleted",,false,,literal,,,,,,
alie,commands/alie/spendcap.go,18,spend-cap,Show this workspace's AI spend cap and today's spend,,false,,literal,,,,,,
alie,commands/alie/spendcap.go,47,set,Set this workspace's daily/session AI spend limits,,false,,literal,daily,,Float64,0,daily spend limit in USD (required),118
alie,commands/alie/spendcap.go,47,set,Set this workspace's daily/session AI spend limits,,false,,literal,session,,Float64,0,per-conversation spend limit in USD (required),119
alie,commands/alie/task.go,28,task <task-id>,"Show a harness task's timeline, including learned runbooks it was offered",,false,,literal,,,,,,
auth,commands/auth/auth.go,92,login,Authenticate your Beaver account,,false,,literal,password,,Bool,false,use email/password instead of browser login,153
auth,commands/auth/auth.go,254,logout,Sign out and clear your local session,,false,,literal,,,,,,
auth,commands/auth/whoami.go,27,whoami,Show who you're signed in as,,false,,literal,,,,,,
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,min,,Int,0,minimum replicas (== max for a fixed count),49
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,max,,Int,0,maximum replicas,50
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,metric,,String,"""""",automatic-mode metric: cpu | memory | request_rate,51
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,up,,Float64,0,scale-up threshold for --metric,52
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,down,,Float64,0,scale-down threshold for --metric,53
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,clear,,Bool,false,remove the scaling policy,54
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,force,,Bool,false,record even if the local config is out of sync with the recorded desired state,55
autoscale,commands/autoscale/autoscale.go,31,autoscale [service],"Set a service's replica scaling policy (declared, then applied)",,false,,literal,commit,,Bool,false,git commit the .beaver/config.yml change (never pushes),56
billing,commands/billing/billing.go,43,plans,List available Beaver plans,,false,,literal,,,,,,
billing,commands/billing/billing.go,73,billing,Manage this workspace's plan and payments,,false,,literal,,,,,,
billing,commands/billing/billing.go,79,subscription,Show this workspace's current subscription,,false,,literal,,,,,,
billing,commands/billing/billing.go,115,checkout,Start a hosted checkout to upgrade to Developer,,false,,literal,cycle,,String,"""""",monthly or yearly (required),258
billing,commands/billing/billing.go,115,checkout,Start a hosted checkout to upgrade to Developer,,false,,literal,gateway,,String,"""""",paystack or paypal (required),259
billing,commands/billing/billing.go,155,cancel,Cancel this workspace's subscription renewal,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,260
billing,commands/billing/billing.go,190,payments,List this workspace's payment history,,false,,literal,,,,,,
billing,commands/billing/billing.go,227,downgrade-hobby,Move this workspace back to the Hobby plan,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,261
cloud,commands/cloud/capacity.go,67,capacity [cloud],Show a cloud's capacity as one allocatable pool,,false,,literal,,,,,,
cloud,commands/cloud/capacity.go,126,node [cloud],Per-node capacity breakdown (interactive picker),,false,,literal,,,,,,
cloud,commands/cloud/capacity.go,194,trend [cloud],"Allocatable capacity over time, with an exhaustion projection",,false,,literal,,,,,,
cloud,commands/cloud/cloud.go,18,cloud,Create and operate Beaver Clouds — pools of enrolled machines,,false,,literal,,,,,,
cloud,commands/cloud/containers.go,61,containers [cloud],"Every container deployed to a cloud, with the node and subnet each replica runs in",,false,,literal,,,,,,
cloud,commands/cloud/create.go,18,create <name>,Create a Beaver Cloud from a set of machines,,false,,literal,machines,,StringSlice,nil,comma-separated machine names or IDs to add,200
cloud,commands/cloud/events.go,28,events [cloud],"Timeline of a cloud's membership, network, and recovery events",,false,,literal,limit,,Int,30,maximum events to show,93
cloud,commands/cloud/events.go,28,events [cloud],"Timeline of a cloud's membership, network, and recovery events",,false,,literal,category,,String,"""""",filter by category (membership|network|capacity|placement|recovery),94
cloud,commands/cloud/gateway.go,48,gateway [cloud],"Show which members are public entry points, and designate new ones",,false,,literal,,,,,,
cloud,commands/cloud/gateway.go,118,add [cloud] [machine...],Designate one or more members as public entry points,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,423
cloud,commands/cloud/gateway.go,118,add [cloud] [machine...],Designate one or more members as public entry points,,false,,literal,cloud,,String,"""""",cloud slug or name (interactive if omitted),424
cloud,commands/cloud/gateway.go,126,rm [cloud] <machine>,Stop routing public traffic through a member,,false,,literal,,,,,,
cloud,commands/cloud/list.go,15,list,List every Beaver Cloud in your workspace,"""ls""",false,,literal,,,,,,
cloud,commands/cloud/machines.go,22,machines [cloud],"List, add, and remove a cloud's machines","""nodes""",false,,literal,cloud,,String,"""""",cloud slug or name (interactive if omitted),244
cloud,commands/cloud/machines.go,73,add [machine],Add a machine to a cloud,,false,,literal,override,,StringSlice,nil,preflight finding IDs to admit past,245
cloud,commands/cloud/machines.go,125,rm [machine],Remove a machine from a cloud,"""remove""",false,,literal,yes,y,Bool,false,skip the confirmation prompt,246
cloud,commands/cloud/manage.go,15,rename <cloud> <new-name>,Rename a cloud,,false,,literal,,,,,,
cloud,commands/cloud/manage.go,48,rm [cloud],Delete a cloud (must have no machines),"""delete""",false,,literal,yes,y,Bool,false,skip the confirmation prompt,102
cloud,commands/cloud/network.go,24,network [cloud],Show a cloud private network,,false,,literal,matrix,,Bool,false,include the full node-to-node connectivity matrix,132
cloud,commands/cloud/network.go,24,network [cloud],Show a cloud private network,,false,,literal,debug,,Bool,false,"include low-level WireGuard detail (keys, endpoints, handshakes)",133
cloud,commands/cloud/network.go,85,enable <cloud>,Enable a cloud's private network (establishes encrypted tunnels between its machines),,false,,literal,cidr,,String,"""""",overlay CIDR to use (default: proposed automatically),134
cloud,commands/cloud/network.go,85,enable <cloud>,Enable a cloud's private network (establishes encrypted tunnels between its machines),,false,,literal,yes,,Bool,false,skip the confirmation prompt,135
cloud,commands/cloud/preflight.go,40,preflight <machine>...,Check whether machines are eligible to form (or join) a Beaver Cloud,,false,,literal,cloud,,String,"""""",re-check the members of this existing cloud (by slug),154
cloud,commands/cloud/preflight.go,40,preflight <machine>...,Check whether machines are eligible to form (or join) a Beaver Cloud,,false,,literal,cidr,,String,"""""",check a specific overlay CIDR for collisions instead of proposing one,155
cloud,commands/cloud/preflight.go,40,preflight <machine>...,Check whether machines are eligible to form (or join) a Beaver Cloud,,false,,literal,fix,,Bool,false,"install missing pieces (wireguard-tools, ip_forward, time sync) on the machines, then re-check",156
cloud,commands/cloud/preflight.go,40,preflight <machine>...,Check whether machines are eligible to form (or join) a Beaver Cloud,,false,,literal,yes,y,Bool,false,skip the --fix confirmation prompt,157
cloud,commands/cloud/reserve.go,44,reserve [cloud],View or change a cloud's system reserve (capacity withheld before scheduling),,false,,literal,,,,,,
cloud,commands/cloud/reserve.go,98,set [cloud],"Set a system-reserve override (cloud-wide, or --node for one machine)",,false,,literal,node,,String,"""""",apply to a single machine instead of the whole cloud,240
cloud,commands/cloud/reserve.go,98,set [cloud],"Set a system-reserve override (cloud-wide, or --node for one machine)",,false,,literal,cpu,,Float64,0,CPU cores to reserve,241
cloud,commands/cloud/reserve.go,98,set [cloud],"Set a system-reserve override (cloud-wide, or --node for one machine)",,false,,literal,memory,,Int,0,memory (MB) to reserve,242
cloud,commands/cloud/reserve.go,98,set [cloud],"Set a system-reserve override (cloud-wide, or --node for one machine)",,false,,literal,disk,,Float64,0,disk (GB) to reserve,243
cloud,commands/cloud/reserve.go,98,set [cloud],"Set a system-reserve override (cloud-wide, or --node for one machine)",,false,,literal,yes,y,Bool,false,skip the confirmation prompt,244
cloud,commands/cloud/reserve.go,158,clear [cloud],Remove a system-reserve override (back to defaults),,false,,literal,node,,String,"""""",clear a single machine's override instead of the cloud-wide one,246
cloud,commands/cloud/reserve.go,158,clear [cloud],Remove a system-reserve override (back to defaults),,false,,literal,yes,y,Bool,false,skip the confirmation prompt,247
cloud,commands/cloud/services.go,40,services [cloud],Service discovery — every app in the cloud and the addresses it resolves to,,false,,literal,,,,,,
cloud,commands/cloud/services.go,126,allows [cloud],Cross-project reachability allows for the cloud network (default: same-project only),,false,,literal,,,,,,
cloud,commands/cloud/services.go,176,add [cloud],Allow two projects in this cloud to reach each other,,false,,literal,project-a,,String,"""""",first project ID,243
cloud,commands/cloud/services.go,176,add [cloud],Allow two projects in this cloud to reach each other,,false,,literal,project-b,,String,"""""",second project ID,244
cloud,commands/cloud/services.go,176,add [cloud],Allow two projects in this cloud to reach each other,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,245
cloud,commands/cloud/services.go,211,rm [cloud] <allow-id>,Remove a cross-project allow,,false,,literal,,,,,,
cloud,commands/cloud/status.go,32,status [cloud],"Show a cloud's capacity, applications, and health",,false,,literal,,,,,,
cloud,commands/cloud/status.go,131,inspect [cloud],Per-node breakdown of a cloud,,false,,literal,,,,,,
cloud,commands/cloud/workload.go,64,workload [cloud],How each of a cloud's applications is spread across its nodes,,false,,literal,,,,,,
cloud,commands/cloud/workload.go,122,set [cloud] <container>,Set an application's placement policy (spread | pack | pinned),,false,,literal,policy,,String,"""""",placement policy: spread | pack | pinned,451
cloud,commands/cloud/workload.go,122,set [cloud] <container>,Set an application's placement policy (spread | pack | pinned),,false,,literal,pin,,String,"""""",machine ID to pin to (required for --policy pinned),452
cloud,commands/cloud/workload.go,122,set [cloud] <container>,Set an application's placement policy (spread | pack | pinned),,false,,literal,lb,,String,"""""",internal load balancing: dns (multi-A round-robin) | proxy (through the node's local proxy),453
cloud,commands/cloud/workload.go,122,set [cloud] <container>,Set an application's placement policy (spread | pack | pinned),,false,,literal,yes,y,Bool,false,skip the confirmation prompt,454
cloud,commands/cloud/workload.go,227,placements [cloud],The cloud's placement decision log — why each replica landed where it did,,false,,literal,,,,,,
completion,commands/completion/completion.go,27,completion [bash|zsh|fish|powershell],Generate a shell completion script,,false,,literal,,,,,,
compose,commands/compose/compose.go,233,compose,Work with Docker Compose projects,,false,,literal,,,,,,
compose,commands/compose/compose.go,336,detect,"Detect and preview a docker-compose file's services, networks, volumes, and env vars",,false,,literal,file,,String,"""""",path to the compose file (default: search compose.yml/compose.yaml/docker-compose.yml/docker-compose.yaml in the current directory),1448
compose,commands/compose/compose.go,336,detect,"Detect and preview a docker-compose file's services, networks, volumes, and env vars",,false,,literal,profile,,StringSlice,nil,"activate one or more compose profiles for this preview (repeatable, or comma-separated) — mirrors `compose deploy --profile`",1449
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,file,,String,"""""","path to the compose file (default: the current directory's compose.yml/compose.yaml/docker-compose.yml/docker-compose.yaml, or a prompt when several compose files are present)",1452
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,project-id,,String,"""""",target project ID (required),1453
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,machine-id,,String,"""""",enrolled machine ID to build AND host on (shorthand for --builder-id/--host-id set to the same machine),1454
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,builder-id,,String,"""""",enrolled machine ID to build buildable services on (required if the compose file has one; see `server --list`),1455
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,host-id,,String,"""""",enrolled machine ID to host every service on (required — see `server --list`),1456
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,url,,String,"""""","the compose project's repo URL, if any buildable service needs one cloned (default: auto-detected from the current directory's git remote)",1457
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,branch,,String,"""""","git branch to build from (default: auto-detected from the current directory's checked-out branch, else \""main\"")",1458
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,docker-user,,String,"""""","Docker Hub username for image tags (default: the builder's verified Docker Hub username, else your logged-in username)",1459
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,name,,StringArray,nil,name a buildable service's container and image as service=name (repeatable) — the image becomes <docker-user>/<name>; the wizard prompts for these when not passed,1460
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,profile,,StringSlice,nil,"activate one or more compose profiles (repeatable, or comma-separated) — a service with no profiles always deploys",1461
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,env-file,,String,"""""",path to a dotenv file whose variables are applied to every compose service (service environment entries take precedence),1462
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,environment-id,,String,"""""","features/env/ Environment ID this release binds to (default: resolved from the project+branch's existing mapping, if any — see `beaver environment list`)",1463
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,logs,,Bool,false,"stream the formatted, labelled build and host logs for every service instead of the live summary board",1464
compose,commands/compose/compose.go,688,deploy [flags],Deploy a Docker Compose project,,false,,literal,skip-preflight,,Bool,false,proceed even if preflight reports a blocking finding (recorded as a server-side audit row),1465
compose,commands/compose/lifecycle.go,103,status [stack-id],Show Compose stack status,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,124,logs <stack-id>,Show build and host logs for a Compose stack,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,144,destroy <stack-id>,Permanently destroy a Compose stack,"""down""",false,,literal,yes,y,Bool,false,skip the confirmation prompt,546
compose,commands/compose/lifecycle.go,172,stacks,List your Compose stacks,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,211,stack,Inspect and manage one Compose stack,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,216,show <stack-id>,Show a stack's latest release and services,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,240,delete <stack-id>,Permanently delete a Compose stack,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,547
compose,commands/compose/lifecycle.go,273,release <stack-id>,Show a stack's current (latest) release,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,299,networks <stack-id>,List a stack's shared Docker networks,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,334,volumes <stack-id>,List a stack's named Docker volumes,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,380,release,Inspect and control one Compose release,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,385,show <release-id>,Show one release's status and per-service detail,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,407,watch <release-id>,Watch a release's status until every service finishes,,false,,literal,logs,,Bool,false,stream each service's raw build/host logs instead of the live summary board,550
compose,commands/compose/lifecycle.go,430,rollback <release-id>,Roll every service back to a target release,,false,,literal,target-release,,String,"""""",release ID to roll back to (required),551
compose,commands/compose/lifecycle.go,430,rollback <release-id>,Roll every service back to a target release,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,552
compose,commands/compose/lifecycle.go,480,retry <release-id>,Retry a failed release,,false,,literal,,,,,,
compose,commands/compose/lifecycle.go,505,cancel <release-id>,Cancel a queued release,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,553
config,commands/config/bind.go,18,bind,Author host bind mounts,,false,,literal,service,,String,"""""",deployment service to edit (required when multiple deployments exist),175
config,commands/config/bind.go,20,add,Declare a host bind mount,,false,,literal,source,,String,"""""",absolute host path to mount,176
config,commands/config/bind.go,20,add,Declare a host bind mount,,false,,literal,target,,String,"""""",absolute mount path inside the container,177
config,commands/config/bind.go,20,add,Declare a host bind mount,,false,,literal,read-only,,Bool,false,mount the path read-only,178
config,commands/config/bind.go,20,add,Declare a host bind mount,,false,,literal,yes-i-know,,Bool,false,acknowledge a privileged bind source (not covered by --yes),179
config,commands/config/bind.go,50,remove <source>,Remove a host bind-mount declaration,,false,,literal,,,,,,
config,commands/config/bind.go,68,list,List declared host bind mounts,,false,,literal,,,,,,
config,commands/config/builderhost.go,22,builder,Choose and verify the machine this project builds on,,false,,literal,,,,,,
config,commands/config/builderhost.go,29,host,Choose and verify the machine this project runs on,,false,,literal,machine-id,,String,"""""",enrolled machine ID to set (skips the interactive picker and verification),161
config,commands/config/builderhost.go,29,host,Choose and verify the machine this project runs on,,false,,literal,name,,String,"""""",display name to record alongside --machine-id,162
config,commands/config/builderhost.go,29,host,Choose and verify the machine this project runs on,,false,,literal,docker-user,,String,"""""",Docker Hub username this machine pushes/pulls as (recorded alongside --machine-id; auto-detected by the interactive picker),163
config,commands/config/builderhost.go,29,host,Choose and verify the machine this project runs on,,false,,literal,clear,,Bool,false,remove this section (the platform picks a machine at deploy time),164
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,file,,String,"""""",configuration file to operate on,69
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,json,,Bool,false,print one machine-readable JSON envelope,70
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,dry-run,,Bool,false,show the proposed write without changing files,71
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,diff,,Bool,false,show a diff before writing,72
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,reset,,Bool,false,replace configuration with detected defaults,73
